source_path,status,engine_mode,model,backend,source_sha256,transcript_path,transcript_sha256,reason,error
originals/American-Alchemy/videos/army-captures-live-alien-hospital-report-revealed-hBrfe4hFuM0.mp4,complete,whisper,large-v3,mlx,,army-captures-live-alien-hospital-report-revealed-hBrfe4hFuM0.tsv,43cb216e6af9b8f177a1c14033e03be009e19beeb30de5831a26188349cb21e8,,
originals/American-Alchemy/videos/artificial-intelligence-is-an-alien-life-form-google-whistleblower-blake-lemoine-RNjC1vLcxKo.mp4,complete,whisper,large-v3,mlx,,artificial-intelligence-is-an-alien-life-form-google-whistleblower-blake-lemoine-RNjC1vLcxKo.tsv,d6c64248c8116db2c0e727949ca72993788f939862f0a1cd41d4d727dbad98be,,
originals/American-Alchemy/videos/brazil-s-most-famous-ufo-cases-confirmed-real-by-defense-minister-nqLnEVcZ8vE.mp4,complete,whisper,large-v3,mlx,,brazil-s-most-famous-ufo-cases-confirmed-real-by-defense-minister-nqLnEVcZ8vE.tsv,64b7a56eea774ccd03381b6e6cbed33d5eab16f5a4cf4b403028f60375a65abf,,
originals/American-Alchemy/videos/congressman-reveals-the-alien-brief-that-changed-the-presidents-life-A2-y_HasHEw.mp4,complete,whisper,large-v3,mlx,,congressman-reveals-the-alien-brief-that-changed-the-presidents-life-A2-y_HasHEw.tsv,7e5817a55b781a7bae2c1b485debb1ee6ca7645d546094b4a8b320ab533a10f6,,
originals/American-Alchemy/videos/hollywood-the-cia-ufos-the-history-beyond-spielberg-yJUBSuPh1pM.mp4,complete,whisper,large-v3,mlx,,hollywood-the-cia-ufos-the-history-beyond-spielberg-yJUBSuPh1pM.tsv,eb1a453b7a08dc46c559435eed33b7bcd3d51a66896e39d641c94204aa786da7,,
originals/American-Alchemy/videos/i-debated-ufos-with-americas-top-skeptic-it-got-ugly-8Rr_nE65KkI.mp4,complete,whisper,large-v3,mlx,,i-debated-ufos-with-americas-top-skeptic-it-got-ugly-8Rr_nE65KkI.tsv,3d06fa12c4949824cd3c9c049875f180bee7c3aac3dc253216cec45f217938b6,,
originals/American-Alchemy/videos/i-was-taken-by-the-ufo-program-as-a-kid-exclusive-interview-PiFbeWfA3LM.mp4,complete,whisper,large-v3,mlx,,i-was-taken-by-the-ufo-program-as-a-kid-exclusive-interview-PiFbeWfA3LM.tsv,8f7655742d87ceeee60e202bf930d829b08675b7506b4dafa72599eb8d7be13f,,
originals/American-Alchemy/videos/if-you-knew-what-i-knew-jeremy-corbell-unleashes-on-jesse-michels--XdvIrexF08.mp4,complete,whisper,large-v3,mlx,,if-you-knew-what-i-knew-jeremy-corbell-unleashes-on-jesse-michels--XdvIrexF08.tsv,0a9870ce70366202fa7379abdfb7c60ac6e31572a9b1e397d436e6c5cb71ac61,,
originals/American-Alchemy/videos/nasas-biggest-secret-just-got-exposed-the-truth-about-the-moon-uVVqFg2v7ro.mp4,complete,whisper,large-v3,mlx,,nasas-biggest-secret-just-got-exposed-the-truth-about-the-moon-uVVqFg2v7ro.tsv,65adb888adaa92741d579fae93794d293df621f19d8e2ee6dfae7f2e3de99f9e,,
originals/American-Alchemy/videos/spielberg-just-revealed-the-truth-about-aliens-he-knows-ScE9FaDy-mE.mp4,complete,whisper,large-v3,mlx,,spielberg-just-revealed-the-truth-about-aliens-he-knows-ScE9FaDy-mE.tsv,f1201a6c956b31e95ad3c29039de57a29192f6ed7fe7c81298a47d6ce20cda5a,,
originals/American-Alchemy/videos/the-ufo-cover-up-leads-to-one-secret-society-and-one-final-event-kccrkCGGzX4.mp4,complete,whisper,large-v3,mlx,,the-ufo-cover-up-leads-to-one-secret-society-and-one-final-event-kccrkCGGzX4.tsv,404e4b4dbbfd8a0e71555bbc396ae4317e9813e342d0bedf446405ec7ffeabc0,,
originals/American-Alchemy/videos/there-s-a-ufo-under-the-ranch-skinwalker-owner-breaks-silence-uYyXpx7ADJQ.mp4,complete,whisper,large-v3,mlx,,there-s-a-ufo-under-the-ranch-skinwalker-owner-breaks-silence-uYyXpx7ADJQ.tsv,17adb9266b65b210ffd4d83edc3a210c3dc14951089b98e9320b383f7191fda0,,
originals/Area52-Investigations/videos/1000-years-of-knowledge-in-1-hour-the-gateway-experience-part-2-m_Mj2iQJtiE.mp4,complete,whisper,large-v3,mlx,,1000-years-of-knowledge-in-1-hour-the-gateway-experience-part-2-m_Mj2iQJtiE.tsv,abce62a504caf02a4bd0e09293d66a1e9a8e882287df2bc21a083a7f4257c63b,,
originals/Area52-Investigations/videos/17-alien-greys-found-in-the-desert-debriefed-ep-61-GBUHyVmGw7k.mp4,complete,whisper,large-v3,mlx,,17-alien-greys-found-in-the-desert-debriefed-ep-61-GBUHyVmGw7k.tsv,40db9fe4f58a590e5c5e0399d3cbc21d24f209c0b8f5a17d6c1c300f9c9bed6a,,
originals/Area52-Investigations/videos/6-shocking-alien-encounter-stories-preston-dennett-debriefed-ep-93-Mz3MBWz8R-o.mp4,complete,whisper,large-v3,mlx,,6-shocking-alien-encounter-stories-preston-dennett-debriefed-ep-93-Mz3MBWz8R-o.tsv,4f9dd843061e3fd6bb5f4484a918efefe4f39172a3811a1ca2178d06cc6b8486,,
originals/Area52-Investigations/videos/a-conversation-with-a-real-alien-lacerta-files-part-1-debriefed-ep-26-QYn84QTOGEw.mp4,complete,whisper,large-v3,mlx,,a-conversation-with-a-real-alien-lacerta-files-part-1-debriefed-ep-26-QYn84QTOGEw.tsv,430c092c2f3786ce3d9d06a5eb9f78a3be848954622a4ff1468a9135b87cbc97,,
originals/Area52-Investigations/videos/a-nordic-alien-encounter-7-years-before-roswell-debriefed-ep-65-F83oyez1wl0.mp4,complete,whisper,large-v3,mlx,,a-nordic-alien-encounter-7-years-before-roswell-debriefed-ep-65-F83oyez1wl0.tsv,dde2f2f76611c40e85fb45b517eb8157efabad216a18b47a2e5449cbd5312296,,
originals/Area52-Investigations/videos/a-real-photo-of-an-actual-alien-ilkley-moor-incident-debriefed-ep-63-5MAm5ops9m4.mp4,complete,whisper,large-v3,mlx,,a-real-photo-of-an-actual-alien-ilkley-moor-incident-debriefed-ep-63-5MAm5ops9m4.tsv,4ed2957697333cf9a6e06a01a509c8387c4615333971d0defe894d6293d2a4c9,,
originals/Area52-Investigations/videos/air-force-officer-encountered-a-nordic-alien-jesus-jofre-mila-debriefed-ep-60-L8t6e65YbK0.mp4,complete,whisper,large-v3,mlx,,air-force-officer-encountered-a-nordic-alien-jesus-jofre-mila-debriefed-ep-60-L8t6e65YbK0.tsv,ad7682df715e92541d3277b6495016870d79a2fa597bd0a71a5654812d4d86c0,,
originals/Area52-Investigations/videos/alien-being-explains-ufo-propulsion-telepathy-lacerta-files-pt-3-debriefed-ep-30-dKjkPnHrstY.mp4,complete,whisper,large-v3,mlx,,alien-being-explains-ufo-propulsion-telepathy-lacerta-files-pt-3-debriefed-ep-30-dKjkPnHrstY.tsv,e406d9d9d46ec58c6e6aa621c0ec4a15809bc8354e83a1dd2b697cd87ae8e7d8,,
originals/Area52-Investigations/videos/alien-being-reveals-the-truth-about-earth-matilda-macelroy-pt-3-debriefed-ep-39-ECY8Sp3YsNk.mp4,complete,whisper,large-v3,mlx,,alien-being-reveals-the-truth-about-earth-matilda-macelroy-pt-3-debriefed-ep-39-ECY8Sp3YsNk.tsv,181ac491d210902ffaff566ecb14d089907b9de65040480d0cc540a75e5ca8f5,,
originals/Area52-Investigations/videos/alien-being-s-final-warning-for-humanity-lacerta-files-pt-4-debriefed-ep-31--VXS9kHdHrE.mp4,complete,whisper,large-v3,mlx,,alien-being-s-final-warning-for-humanity-lacerta-files-pt-4-debriefed-ep-31--VXS9kHdHrE.tsv,b4324f34b47943135ca39b0e777668886ea069505ffa106bc5104fc18e6c432a,,
originals/Area52-Investigations/videos/alien-encounters-with-the-real-life-x-files-agent-nick-pope-debriefed-ep-34-B6WFLOIkyho.mp4,complete,whisper,large-v3,mlx,,alien-encounters-with-the-real-life-x-files-agent-nick-pope-debriefed-ep-34-B6WFLOIkyho.tsv,a6d9a00ee170307c5693207d92032193459a2f3db926a7f407ce73f3496e2683,,
originals/Area52-Investigations/videos/aliens-and-albert-einstein-the-secret-document-debriefed-ep-33-iSWqhLKzy2Q.mp4,complete,whisper,large-v3,mlx,,aliens-and-albert-einstein-the-secret-document-debriefed-ep-33-iSWqhLKzy2Q.tsv,54f348cca3f9c7a82250047e76ade8158ad4dd05d62a7e75d0dd8c399b590c5b,,
originals/Area52-Investigations/videos/aliens-angels-and-daemons-michael-phillip-debriefed-ep-82-5vt9HjQ1K-0.mp4,complete,whisper,large-v3,mlx,,aliens-angels-and-daemons-michael-phillip-debriefed-ep-82-5vt9HjQ1K-0.tsv,b98d9d8445a270a59562942026459d8299ce54b7150860f150161fc41a91421e,,
originals/Area52-Investigations/videos/all-government-ufo-videos-explained-54vJW1wSZ-w.mp4,complete,whisper,large-v3,mlx,,all-government-ufo-videos-explained-54vJW1wSZ-w.tsv,2f19679ce3443a60394bef5ffb208a28839a48b65ef2ab885e81b6e4f678679c,,
originals/Area52-Investigations/videos/an-alien-visitor-at-the-pentagon-valiant-thor-debriefed-ep-75-jkjitTkzeBY.mp4,complete,whisper,large-v3,mlx,,an-alien-visitor-at-the-pentagon-valiant-thor-debriefed-ep-75-jkjitTkzeBY.tsv,4699e9740bf10ad351bd0040a405fc7e4500c357e57c00de5a49e5a7dfd14861,,
originals/Area52-Investigations/videos/anthropologist-spoke-to-real-alien-beings-dr-michael-masters-debriefed-ep-47-NWvIvJHIYk0.mp4,complete,whisper,large-v3,mlx,,anthropologist-spoke-to-real-alien-beings-dr-michael-masters-debriefed-ep-47-NWvIvJHIYk0.tsv,dcc57fcbbfe0607ae8c81288a3bd224575ff274ebc8e31d10586a1c243aebb3f,,
originals/Area52-Investigations/videos/are-the-dmt-entities-real-nelson-dellis-debriefed-ep-18-oW7IY16EBmI.mp4,complete,whisper,large-v3,mlx,,are-the-dmt-entities-real-nelson-dellis-debriefed-ep-18-oW7IY16EBmI.tsv,157fe9a45a3b22aa70c4515534fc31a532d322b9e6cebdb34161838d7fdd42da,,
originals/Area52-Investigations/videos/army-radar-technician-reveals-alien-message-sfc-jeremy-cj-weeks-debriefed-ep-66-olvys5aDx_I.mp4,complete,whisper,large-v3,mlx,,army-radar-technician-reveals-alien-message-sfc-jeremy-cj-weeks-debriefed-ep-66-olvys5aDx_I.tsv,968d606a072cacbfd85470db74e57ad048f3fa6047e8bbca331258a9f650219f,,
originals/Area52-Investigations/videos/bob-lazar-just-revealed-his-biggest-secret-debriefed-ep-87-SSeJ2883nF4.mp4,complete,whisper,large-v3,mlx,,bob-lazar-just-revealed-his-biggest-secret-debriefed-ep-87-SSeJ2883nF4.tsv,c7e33f1ea8e746d31b7895ea52665bc08f1486717b47d33dee07ce4968b9fffa,,
originals/Area52-Investigations/videos/bob-lazar-tells-me-everything-in-new-interview-debriefed-ep-83-fZyKcJQZrDA.mp4,complete,whisper,large-v3,mlx,,bob-lazar-tells-me-everything-in-new-interview-debriefed-ep-83-fZyKcJQZrDA.tsv,be1101b30186a4bbcd04370448aff48f2619acddec8522a2dcff517a1229f0b6,,
originals/Area52-Investigations/videos/bob-lazar-travis-walton-finally-meet-the-flying-saucer-diner-vxumcYKCt-M.mp4,complete,whisper,large-v3,mlx,,bob-lazar-travis-walton-finally-meet-the-flying-saucer-diner-vxumcYKCt-M.tsv,121a97b0cdca0a5b14cd1e2db2715c6bec4d99bbbc97b32168253b4152699c46,,
originals/Area52-Investigations/videos/bob-lazar-was-holding-back-debriefed-ep-09-feat-projectgravitaurofficial--PMPEGUCirw.mp4,complete,whisper,large-v3,mlx,,bob-lazar-was-holding-back-debriefed-ep-09-feat-projectgravitaurofficial--PMPEGUCirw.tsv,667e3d33e712fa9660f7a16e8b53b29ff0626e213417c287b3fe7f9a2b82580b,,
originals/Area52-Investigations/videos/body-language-analyst-reacts-to-uap-secrets-debriefed-ep-7-h2XpVI_eCQk.mp4,complete,whisper,large-v3,mlx,,body-language-analyst-reacts-to-uap-secrets-debriefed-ep-7-h2XpVI_eCQk.tsv,8952606cdf1cb9168789a419088f67cabd1f30a850e2e89ba3793c9570d2bb57,,
originals/Area52-Investigations/videos/captured-alien-explains-reality-matilda-macelroy-pt-2-debriefed-ep-38-lvBSaNU2gMo.mp4,complete,whisper,large-v3,mlx,,captured-alien-explains-reality-matilda-macelroy-pt-2-debriefed-ep-38-lvBSaNU2gMo.tsv,ffdcb8ee631a93b02eb721901b1b026db2bd8cc5400e6f421b785afaf8d1c18e,,
originals/Area52-Investigations/videos/conversation-with-a-real-alien-the-lacerta-files-part-2-debriefed-ep-28-QFBRsQRza-c.mp4,complete,whisper,large-v3,mlx,,conversation-with-a-real-alien-the-lacerta-files-part-2-debriefed-ep-28-QFBRsQRza-c.tsv,8eb15847b3bbd0c4f5655e30dd4af8a431a55bbbde7b0206381a3c0143441f66,,
originals/Area52-Investigations/videos/daytime-footage-of-uap-according-to-immaculate-constellation-full-report-debriefed-ep-14-SnOAnJR3o50.mp4,complete,whisper,large-v3,mlx,,daytime-footage-of-uap-according-to-immaculate-constellation-full-report-debriefed-ep-14-SnOAnJR3o50.tsv,da1cd3a53dcd679c5fe53d44d728e5c92761a60f164ec07812fa46c70f01c8ee,,
originals/Area52-Investigations/videos/direct-communication-from-alien-observers-herrmann-debriefed-ep-72--AYcBwoqDKM.mp4,complete,whisper,large-v3,mlx,,direct-communication-from-alien-observers-herrmann-debriefed-ep-72--AYcBwoqDKM.tsv,85901939936c2e4079041210defb2d3245a5b94371f26271cee234ae67320d81,,
originals/Area52-Investigations/videos/disturbing-photos-of-his-alien-experience-amaury-rivera-debriefed-ep-84-vxcQx-FXiuQ.mp4,complete,whisper,large-v3,mlx,,disturbing-photos-of-his-alien-experience-amaury-rivera-debriefed-ep-84-vxcQx-FXiuQ.tsv,c8eb7dcc189d2fafa3827c1b3872ad0cf850f43f2b9886928c84d312bb181702,,
originals/Area52-Investigations/videos/earth-s-hidden-war-with-aliens-patrick-jackson-debriefed-ep-53-4DxEKqMoMI0.mp4,complete,whisper,large-v3,mlx,,earth-s-hidden-war-with-aliens-patrick-jackson-debriefed-ep-53-4DxEKqMoMI0.tsv,8f03592a00fdae25a30de646a59c221f7ff59a56445275d60b86e8ddfbe684d3,,
originals/Area52-Investigations/videos/ex-cia-officer-confirms-alien-hybrids-exist-john-ramirez-debriefed-ep-42-nS_Insp7i_Y.mp4,complete,whisper,large-v3,mlx,,ex-cia-officer-confirms-alien-hybrids-exist-john-ramirez-debriefed-ep-42-nS_Insp7i_Y.tsv,04354b42f389df087c559065fed46b59cda478433704c04f8b2a8057caaf7d62,,
originals/Area52-Investigations/videos/ex-pentagon-official-confirms-alien-language-exists-lue-elizondo-debriefed-ep-24-WGUb1JKxBDo.mp4,complete,whisper,large-v3,mlx,,ex-pentagon-official-confirms-alien-language-exists-lue-elizondo-debriefed-ep-24-WGUb1JKxBDo.tsv,dd8c35a481f4441c5e3ac4e6ca55a4831a6570886a584190de29735bcf2a5ce7,,
originals/Area52-Investigations/videos/farmer-speaks-with-aliens-for-2-hours-gary-wilcox-debriefed-ep-57-g5Jdq8yig74.mp4,complete,whisper,large-v3,mlx,,farmer-speaks-with-aliens-for-2-hours-gary-wilcox-debriefed-ep-57-g5Jdq8yig74.tsv,604e52253fc0d26c94a1c5592230895a7352a2d29ef4e801017b4d290c8ae515,,
originals/Area52-Investigations/videos/footage-of-a-real-alien-exists-james-fox-debriefed-ep-21-xv5wDsCahPc.mp4,complete,whisper,large-v3,mlx,,footage-of-a-real-alien-exists-james-fox-debriefed-ep-21-xv5wDsCahPc.tsv,e34d5156eb05a88895f4ecaca64728f656349ff4c170ee64dd16e58b70c653f1,,
originals/Area52-Investigations/videos/giant-uap-in-the-ocean-4chan-whistleblower-pt-1-nro-patch-review-debriefed-ep-11-X8WK4-CvDSY.mp4,complete,whisper,large-v3,mlx,,giant-uap-in-the-ocean-4chan-whistleblower-pt-1-nro-patch-review-debriefed-ep-11-X8WK4-CvDSY.tsv,3cb18177dacdac10c6aac72554aadd8b78d8c5f95c3d1bf20348347427aada5c,,
originals/Area52-Investigations/videos/government-insider-leaks-alien-invasion-plan-debriefed-ep-67-VVAWPVcwV5g.mp4,complete,whisper,large-v3,mlx,,government-insider-leaks-alien-invasion-plan-debriefed-ep-67-VVAWPVcwV5g.tsv,7ff8471935598e8b6f8c6d262e8968873f43c41b637ff47fe56f7481edb53ba3,,
originals/Area52-Investigations/videos/harvard-physicist-wants-proof-of-aliens-avi-loeb-debriefed-ep-35-LLrEgiTjy4E.mp4,complete,whisper,large-v3,mlx,,harvard-physicist-wants-proof-of-aliens-avi-loeb-debriefed-ep-35-LLrEgiTjy4E.tsv,2c257e8e88139a9dd1f0cf3b0a471d9e31be67febe7ee3a166fb3575051666c4,,
originals/Area52-Investigations/videos/he-had-access-to-every-ufo-whistleblower-ammar-kandil-ep-64-0eIBykZl-hs.mp4,complete,whisper,large-v3,mlx,,he-had-access-to-every-ufo-whistleblower-ammar-kandil-ep-64-0eIBykZl-hs.tsv,6792fe9b9df8d7312f1d51a15a2cc6bc1ac598d4c3f53fef8e53eddf45e2b8c0,,
originals/Area52-Investigations/videos/he-has-direct-contact-with-aliens-whitley-strieber-debriefed-ep-36-jFqzrK8ZIjs.mp4,complete,whisper,large-v3,mlx,,he-has-direct-contact-with-aliens-whitley-strieber-debriefed-ep-36-jFqzrK8ZIjs.tsv,b3b2f143c335c37414e3ebc732cbf947a95be271b99e31983b0c0996318e8742,,
originals/Area52-Investigations/videos/he-has-photographic-evidence-of-non-humans-amaury-rivera-pt-3-debriefed-ep-89-0yF3yPFJXr8.mp4,complete,whisper,large-v3,mlx,,he-has-photographic-evidence-of-non-humans-amaury-rivera-pt-3-debriefed-ep-89-0yF3yPFJXr8.tsv,f5a0d16fd2977fbff88d8041cc79dc414fc3c32bfede4aa5e57b920c8521fa0d,,
originals/Area52-Investigations/videos/hollywood-director-discovers-alien-cult-darren-bousman-debriefed-ep-44-BmrXVSbp0qE.mp4,complete,whisper,large-v3,mlx,,hollywood-director-discovers-alien-cult-darren-bousman-debriefed-ep-44-BmrXVSbp0qE.tsv,d2c4c2418f017f9d8d17b384e2ca3b503a1f8071b3ae62d8cd1202de0ce46b0d,,
originals/Area52-Investigations/videos/horseshoe-uap-video-surfaces-debriefed-ep-08-q-Z-6r7nAc4.mp4,complete,whisper,large-v3,mlx,,horseshoe-uap-video-surfaces-debriefed-ep-08-q-Z-6r7nAc4.tsv,e24720bc271c7ac2d778f14c5076f16260c53d2e6b707f6a4c9e30f50f31d2b3,,
originals/Area52-Investigations/videos/how-the-cia-spent-millions-on-psychic-spies-project-stargate-documentary-1-of-3-GkqFBqiGRQs.mp4,complete,whisper,large-v3,mlx,,how-the-cia-spent-millions-on-psychic-spies-project-stargate-documentary-1-of-3-GkqFBqiGRQs.tsv,a5f4ed924b9bdb0bcc9c410628a5e6c4665d5e38aab6d5b1259f51da0b741f61,,
originals/Area52-Investigations/videos/i-left-my-body-the-gateway-experience-part-3-GRqPnRcfMIY.mp4,complete,whisper,large-v3,mlx,,i-left-my-body-the-gateway-experience-part-3-GRqPnRcfMIY.tsv,db7bc27b221acb206e8a2f6e60cdb84c83616ca43f3764f9e3a96d27df47ab66,,
originals/Area52-Investigations/videos/jesse-michels-uapgerb-chris-ramsay-flying-saucer-diner-HFLBDi87888.mp4,complete,whisper,large-v3,mlx,,jesse-michels-uapgerb-chris-ramsay-flying-saucer-diner-HFLBDi87888.tsv,bfdff5550b5499511a24adb684ec5552d6836f7c9b8eca1d60b5e2e582167143,,
originals/Area52-Investigations/videos/joe-mcmoneagle-remote-viewer-001-project-stargate-documentary-2-of-3-7ICzREGqYHQ.mp4,complete,whisper,large-v3,mlx,,joe-mcmoneagle-remote-viewer-001-project-stargate-documentary-2-of-3-7ICzREGqYHQ.tsv,ce7ba2de9c8323154f097400c6d99acd6a08441cc7d4797ae5a6fb46515b4a4b,,
originals/Area52-Investigations/videos/journalist-leaked-uap-program-immaculate-constellation-debriefed-ep-10-B6iWr3d39So.mp4,complete,whisper,large-v3,mlx,,journalist-leaked-uap-program-immaculate-constellation-debriefed-ep-10-B6iWr3d39So.tsv,deadb2e78cdac398fbec3cac901c57fe4624814ecc2b705a1b392b025e20d208,,
originals/Area52-Investigations/videos/leaked-audio-of-alien-being-speaking-through-pilot-debriefed-ep-48-0sf5Dg2Aatg.mp4,complete,whisper,large-v3,mlx,,leaked-audio-of-alien-being-speaking-through-pilot-debriefed-ep-48-0sf5Dg2Aatg.tsv,948e854eeabc1489a59fcf348711a3114a041d7976796f1adbebadbd83f7ff06,,
originals/Area52-Investigations/videos/levitating-1000-tons-of-stone-the-coral-castle-full-documentary-qvvIqEexj_Y.mp4,complete,whisper,large-v3,mlx,,levitating-1000-tons-of-stone-the-coral-castle-full-documentary-qvvIqEexj_Y.tsv,3d3672d14d132d1b5cb9cca0dbfd23d072795f18f4614b996cd43846f53d6757,,
originals/Area52-Investigations/videos/man-claims-ongoing-communication-with-aliens-shawn-neubauer-ep-97-BWzRU-o2ZDU.mp4,complete,whisper,large-v3,mlx,,man-claims-ongoing-communication-with-aliens-shawn-neubauer-ep-97-BWzRU-o2ZDU.tsv,16075d945cb6f6643cfd0803d0c1e804c3887824f01b05d75e83936c9ecd09a9,,
originals/Area52-Investigations/videos/man-has-dna-evidence-of-aliens-peter-khoury-debriefed-ep-59-sk2vvhjncXQ.mp4,complete,whisper,large-v3,mlx,,man-has-dna-evidence-of-aliens-peter-khoury-debriefed-ep-59-sk2vvhjncXQ.tsv,067523093a7ad44d674de54255d9dc73972382b1ffb6829689aea1018261660b,,
originals/Area52-Investigations/videos/mass-alien-sighting-62-witnesses-randall-nickerson-debriefed-ep-23-xclk0FGj2IM.mp4,complete,whisper,large-v3,mlx,,mass-alien-sighting-62-witnesses-randall-nickerson-debriefed-ep-23-xclk0FGj2IM.tsv,60278c2f0495d11ef930c392f7e0e91cf9618584fd6f2e96d56bf5f4fcc3e21a,,
originals/Area52-Investigations/videos/massive-black-triangle-ufos-spotted-a52-hotline-special-ep-68-pvVNZD0-Reo.mp4,complete,whisper,large-v3,mlx,,massive-black-triangle-ufos-spotted-a52-hotline-special-ep-68-pvVNZD0-Reo.tsv,3d3520d7bc36fd0e785888ce249e8916a49365c9f056e6222272c8f08e0a223e,,
originals/Area52-Investigations/videos/new-footage-of-a-ufo-out-of-area-51-ipn-live-montreal-uap-gerb-gsp-jesse-michels-38VE4n07VW8.mp4,complete,whisper,large-v3,mlx,,new-footage-of-a-ufo-out-of-area-51-ipn-live-montreal-uap-gerb-gsp-jesse-michels-38VE4n07VW8.tsv,8c3cf8b8a1162fdfdd11c003d101a9f4636640c6f4f50d0772a3fb7d5be2cbcc,,
originals/Area52-Investigations/videos/new-leaked-conversation-with-non-human-intelligence-debriefed-ep-73-54nJ8sqcYE4.mp4,complete,whisper,large-v3,mlx,,new-leaked-conversation-with-non-human-intelligence-debriefed-ep-73-54nJ8sqcYE4.tsv,5e48012363104b020d9cb4c17b8e26184c269eca3d9fec55d8bd2ef30a62bf06,,
originals/Area52-Investigations/videos/new-leaked-document-mentions-surviving-aliens-jeremy-corbell-debriefed-ep-88-MVjBLIsXFHQ.mp4,complete,whisper,large-v3,mlx,,new-leaked-document-mentions-surviving-aliens-jeremy-corbell-debriefed-ep-88-MVjBLIsXFHQ.tsv,1ec00e434b9da2d4972d311ccd09314ec11cef1ac9b10a237aedcd4a46076fa9,,
originals/Area52-Investigations/videos/new-ufo-witnesses-break-silence-to-investigator-uap-gerb-debriefed-ep-49-wuLrm1syaoI.mp4,complete,whisper,large-v3,mlx,,new-ufo-witnesses-break-silence-to-investigator-uap-gerb-debriefed-ep-49-wuLrm1syaoI.tsv,7ac7135b500a6d0e7899ab49bd62b7fa28e2c71bd982c47cb64a73f94c0985a8,,
originals/Black-Vault-UFO/other/2021-002114-zip/P50 FOIA AAL2292 APACHE 02-21-21 2004-2043Z.wav,complete,whisper,large-v3,mlx,,P50 FOIA AAL2292 APACHE 02-21-21 2004-2043Z.tsv,5cd3c039cb3c05def7dc61c17681b8f7f749e42d562e887fe6fb113d8de94cea,,
