id	title	status	published	video_path	video_bytes	updated_at	url
6bqaHVSlVeU	MIT Scientist: “Your Brain Evolved To Ignore Aliens – They’re Everywhere!”	archived		videos/mit-scientist-your-brain-evolved-to-ignore-aliens-theyre-everywhere-6bqaHVSlVeU.mp4	1359133510	2026-08-01T17:18:13Z	https://youtu.be/6bqaHVSlVeU
73YBwFvcmF8	He Guarded Nukes. Then a UFO Abducted Him.	archived		videos/he-guarded-nukes-then-a-ufo-abducted-him-73YBwFvcmF8.mp4	1086423589	2026-08-01T17:23:00Z	https://youtu.be/73YBwFvcmF8
75Je_0hZovQ	The CIA’s Mind Control Program (Ft. Tom O’Neill)	archived		videos/the-cias-mind-control-program-ft-tom-oneill-75Je_0hZovQ.mp4	278353251	2026-08-01T17:23:00Z	https://youtu.be/75Je_0hZovQ
7W7iOt57fOo	I Searched for UFOs on Skinwalker Ranch…	archived		videos/i-searched-for-ufos-on-skinwalker-ranch-7W7iOt57fOo.mp4	346126852	2026-08-01T17:23:12Z	https://youtu.be/7W7iOt57fOo
8Rr_nE65KkI	I Debated UFOs With America’s Top Skeptic (It Got Ugly...)	archived		videos/i-debated-ufos-with-americas-top-skeptic-it-got-ugly-8Rr_nE65KkI.mp4	2445834165	2026-08-01T17:18:13Z	https://youtu.be/8Rr_nE65KkI
8TYMQOUDQBo	Meet the Navy Scientist With UFO Patents (Ft. Salvatore Pais)	archived		videos/meet-the-navy-scientist-with-ufo-patents-ft-salvatore-pais-8TYMQOUDQBo.mp4	763231329	2026-08-01T17:23:00Z	https://youtu.be/8TYMQOUDQBo
8XD1ZiuhXoY	“DMT Opens The Alien Realm!” - Neuroscientist Andrew Gallimore	archived		videos/dmt-opens-the-alien-realm-neuroscientist-andrew-gallimore-8XD1ZiuhXoY.mp4	1382340417	2026-08-01T17:20:53Z	https://youtu.be/8XD1ZiuhXoY
92XrddiKjHY	"""The Pyramids Are NOT What We Think!"" (Ft. Luke Caverns)"	archived		videos/the-pyramids-are-not-what-we-think-ft-luke-caverns-92XrddiKjHY.mp4	1309782432	2026-08-01T17:23:00Z	https://youtu.be/92XrddiKjHY
9LGohiMmlu4	Mushrooms Are Alien Mind Control Capsules (ft. Tero Isokauppila)	archived		videos/mushrooms-are-alien-mind-control-capsules-ft-tero-isokauppila-9LGohiMmlu4.mp4	312727252	2026-08-01T17:23:53Z	https://youtu.be/9LGohiMmlu4
9PJJiut0Iuw	Graham Hancock: The Great Pyramid Is a “Stargate” for Consciousness!	archived		videos/graham-hancock-the-great-pyramid-is-a-stargate-for-consciousness-9PJJiut0Iuw.mp4	1372384544	2026-08-01T17:23:00Z	https://youtu.be/9PJJiut0Iuw
9QMrhcpJq8I	The Age of Psionics: UFOs, Mind Control, & Global Power Structures (Ft. Matthew Pines)	archived		videos/the-age-of-psionics-ufos-mind-control-global-power-structures-ft-matthew-pines-9QMrhcpJq8I.mp4	1029475068	2026-08-01T17:23:00Z	https://youtu.be/9QMrhcpJq8I
A2-y_HasHEw	Congressman Reveals The Alien Brief That Changed The President’s Life	archived		videos/congressman-reveals-the-alien-brief-that-changed-the-presidents-life-A2-y_HasHEw.mp4	1812779552	2026-08-01T17:18:13Z	https://youtu.be/A2-y_HasHEw
ABOP8ZJsyIk	"""Aliens Live Among Us...I've Met Them!"" -Whitley Strieber Tells All"	archived		videos/aliens-live-among-us-i-ve-met-them-whitley-strieber-tells-all-ABOP8ZJsyIk.mp4	787256797	2026-08-01T17:23:00Z	https://youtu.be/ABOP8ZJsyIk
ABw7EsWh2Us	“I Found Hitler’s Secret UFO Program!” -Jason Jorjani	archived		videos/i-found-hitlers-secret-ufo-program-jason-jorjani-ABw7EsWh2Us.mp4	2281405074	2026-08-01T17:20:53Z	https://youtu.be/ABw7EsWh2Us
ATJwqp5twAg	CIA Chief: “I’m a Time Traveler!”	archived		videos/cia-chief-im-a-time-traveler-ATJwqp5twAg.mp4	3154722344	2026-08-01T17:18:13Z	https://youtu.be/ATJwqp5twAg
AVJEXCTAJUc	Why Jonah Hill Made A Documentary About My Family	archived		videos/why-jonah-hill-made-a-documentary-about-my-family-AVJEXCTAJUc.mp4	846170052	2026-08-01T17:23:00Z	https://youtu.be/AVJEXCTAJUc
A_LsUSxTm7A	Something Big Happened In 12,000 BC...	archived		videos/something-big-happened-in-12-000-bc-A_LsUSxTm7A.mp4	1350437488	2026-08-01T17:23:00Z	https://youtu.be/A_LsUSxTm7A
BRvYPmVsx0k	Garrett McNamara on How He Surfed the 100 Ft Wave	archived		videos/garrett-mcnamara-on-how-he-surfed-the-100-ft-wave-BRvYPmVsx0k.mp4	626099440	2026-08-01T17:23:43Z	https://youtu.be/BRvYPmVsx0k
C4rSj5Aum7w	UFOs & JFK: He Knew Too Much! (Ft. Danny Sheehan)	archived		videos/ufos-jfk-he-knew-too-much-ft-danny-sheehan-C4rSj5Aum7w.mp4	1808844546	2026-08-01T17:23:00Z	https://youtu.be/C4rSj5Aum7w
C_Na1tI5qpw	Joe Rogan: The Truth About Aliens (He Finally Says It)	archived		videos/joe-rogan-the-truth-about-aliens-he-finally-says-it-C_Na1tI5qpw.mp4	1764228077	2026-08-01T17:18:13Z	https://youtu.be/C_Na1tI5qpw
CiQTBOQ1dTg	“We Captured a 12 Foot Giant in Afghanistan!” -Tim Alberino	archived		videos/we-captured-a-12-foot-giant-in-afghanistan-tim-alberino-CiQTBOQ1dTg.mp4	3558296906	2026-08-01T17:18:13Z	https://youtu.be/CiQTBOQ1dTg
D2tKCFmJjks	“I Saw A 300ft UFO In The Indonesian Jungle” (Ft. Michael Herrera & UAPGerb)	archived		videos/i-saw-a-300ft-ufo-in-the-indonesian-jungle-ft-michael-herrera-uapgerb-D2tKCFmJjks.mp4	1155289391	2026-08-01T17:23:00Z	https://youtu.be/D2tKCFmJjks
DPmO-2E7Ayg	Breaking UFO Story: ‘Immaculate Constellation’ UFO Program (Ft. Michael Shellenberger)	archived		videos/breaking-ufo-story-immaculate-constellation-ufo-program-ft-michael-shellenberger-DPmO-2E7Ayg.mp4	341237330	2026-08-01T17:23:00Z	https://youtu.be/DPmO-2E7Ayg
DRVaf3M4FHw	Tyler Cowen: Satoshi Identity, UFOs, Esoteric Jesus	archived		videos/tyler-cowen-satoshi-identity-ufos-esoteric-jesus-DRVaf3M4FHw.mp4	453270301	2026-08-01T17:23:44Z	https://youtu.be/DRVaf3M4FHw
EzPmG_7WhXc	“Aliens Invented Religion To Control Humanity!” -Top Philosopher Jason Jorjani	archived		videos/aliens-invented-religion-to-control-humanity-top-philosopher-jason-jorjani-EzPmG_7WhXc.mp4	1494184033	2026-08-01T17:20:53Z	https://youtu.be/EzPmG_7WhXc
G7Ns4Aq1tVc	“We Have Antigravity UFOs!” (ft. Nick Cook)	archived		videos/we-have-antigravity-ufos-ft-nick-cook-G7Ns4Aq1tVc.mp4	917315152	2026-08-01T17:23:00Z	https://youtu.be/G7Ns4Aq1tVc
GQlWf54K_7Y	The Defense Secretary Killed Over UFOs (Ft. Richard Dolan)	archived		videos/the-defense-secretary-killed-over-ufos-ft-richard-dolan-GQlWf54K_7Y.mp4	1329295095	2026-08-01T17:22:57Z	https://youtu.be/GQlWf54K_7Y
HUGNqAyBUDw	Why the Soylent Founder Moved to a Goat Farm	archived		videos/why-the-soylent-founder-moved-to-a-goat-farm-HUGNqAyBUDw.mp4	582778339	2026-08-01T17:23:54Z	https://youtu.be/HUGNqAyBUDw
HxQN2tkQHs8	Peru’s Three Fingered “Aliens” (WTF Are These?!)	archived		videos/perus-three-fingered-aliens-wtf-are-these-HxQN2tkQHs8.mp4	1092177185	2026-08-01T17:20:53Z	https://youtu.be/HxQN2tkQHs8
I9VyyV4-3Js	"""Jesus Was In A Secret Occult Group!"" -Top Researcher Brian Muraresku"	archived		videos/jesus-was-in-a-secret-occult-group-top-researcher-brian-muraresku-I9VyyV4-3Js.mp4	439910931	2026-08-01T17:23:55Z	https://youtu.be/I9VyyV4-3Js
IFaXi-NrPV0	“I Was Taken By Aliens In 1997!” -President of Russian Republic	archived		videos/i-was-taken-by-aliens-in-1997-president-of-russian-republic-IFaXi-NrPV0.mp4	1252785089	2026-08-01T17:18:13Z	https://youtu.be/IFaXi-NrPV0
IWui5cBkwoE	NASA Whistleblower: “We Systematically Suppress UFO Data!”	archived		videos/nasa-whistleblower-we-systematically-suppress-ufo-data-IWui5cBkwoE.mp4	912247792	2026-08-01T17:18:13Z	https://youtu.be/IWui5cBkwoE
JE1oM89dpBc	Legendary Hip Hop Artist Reveals UFO Obsession (Ft. Flying Lotus)	archived		videos/legendary-hip-hop-artist-reveals-ufo-obsession-ft-flying-lotus-JE1oM89dpBc.mp4	1444082173	2026-08-01T17:20:53Z	https://youtu.be/JE1oM89dpBc
JGE1NIGhBzw	The Moon Is An Alien Spaceship (Ft. Randall Carlson)	archived		videos/the-moon-is-an-alien-spaceship-ft-randall-carlson-JGE1NIGhBzw.mp4	2174111376	2026-08-01T17:23:00Z	https://youtu.be/JGE1NIGhBzw
JpLThEF2dTM	“Mars Had Alien Life!” (Ft. Joe McMoneagle)	archived		videos/mars-had-alien-life-ft-joe-mcmoneagle-JpLThEF2dTM.mp4	1612193432	2026-08-01T17:23:00Z	https://youtu.be/JpLThEF2dTM
Jpf0ZGY87c0	Did Henry Kissinger Oversee A UFO Crash Retrieval Program?	archived		videos/did-henry-kissinger-oversee-a-ufo-crash-retrieval-program-Jpf0ZGY87c0.mp4	549860477	2026-08-01T17:23:00Z	https://youtu.be/Jpf0ZGY87c0
KGD1nuM4MR8	"“Tesla's Technology is Still Classified!"" (Ft. Senate Staffer Kirk McConnell)"	archived		videos/tesla-s-technology-is-still-classified-ft-senate-staffer-kirk-mcconnell-KGD1nuM4MR8.mp4	2022731382	2026-08-01T17:23:00Z	https://youtu.be/KGD1nuM4MR8
KRDE1i3LDuU	Plato’s Cave & UFOs: Consciousness Is Key (ft. James Madden)	archived		videos/platos-cave-ufos-consciousness-is-key-ft-james-madden-KRDE1i3LDuU.mp4	1220178705	2026-08-01T17:23:00Z	https://youtu.be/KRDE1i3LDuU
KhmUixSXxDo	Alex Jones Getting Drunk & Painting Rocks [INTERVIEW]	archived		videos/alex-jones-getting-drunk-painting-rocks-interview-KhmUixSXxDo.mp4	668040153	2026-08-01T17:23:12Z	https://youtu.be/KhmUixSXxDo
LnAiNChnuEQ	Eric Davis: “A US President Was Briefed on UFOs!”	archived		videos/eric-davis-a-us-president-was-briefed-on-ufos-LnAiNChnuEQ.mp4	478284356	2026-08-01T17:23:00Z	https://youtu.be/LnAiNChnuEQ
LpLFWdsIU7M	UFO Physics & Disclosure Under Trump (ft. Matthew Pines)	archived		videos/ufo-physics-disclosure-under-trump-ft-matthew-pines-LpLFWdsIU7M.mp4	3580494961	2026-08-01T17:23:00Z	https://youtu.be/LpLFWdsIU7M
NvQXmtcwHA8	BREAKING: Massive Energy Grid Found Beneath Pyramids of Egypt	archived		videos/breaking-massive-energy-grid-found-beneath-pyramids-of-egypt-NvQXmtcwHA8.mp4	3060902136	2026-08-01T17:18:13Z	https://youtu.be/NvQXmtcwHA8
OB8CsDl9_XU	Jake Paul Reflects on Whole Career	archived		videos/jake-paul-reflects-on-whole-career-OB8CsDl9_XU.mp4	126703109	2026-08-01T17:24:28Z	https://youtu.be/OB8CsDl9_XU
OOr98r51Sj0	Why The Pentagon Tried To Censor This UFO Book	archived		videos/why-the-pentagon-tried-to-censor-this-ufo-book-OOr98r51Sj0.mp4	1460362413	2026-08-01T17:18:13Z	https://youtu.be/OOr98r51Sj0
PiFbeWfA3LM	“I Was Taken By The UFO Program As a Kid!” [Exclusive Interview]	archived		videos/i-was-taken-by-the-ufo-program-as-a-kid-exclusive-interview-PiFbeWfA3LM.mp4	1675543066	2026-08-01T17:18:13Z	https://youtu.be/PiFbeWfA3LM
Qe8br8yYEDM	Meet the Nuclear Missile Guard Abducted by Aliens	archived		videos/meet-the-nuclear-missile-guard-abducted-by-aliens-Qe8br8yYEDM.mp4	532308448	2026-08-01T17:18:13Z	https://youtu.be/Qe8br8yYEDM
QgxjtDS2sIQ	"“I Spent 3 Years With Tall White Aliens At Area 51"" -UFO Whistleblower Charles Hall"	archived		videos/i-spent-3-years-with-tall-white-aliens-at-area-51-ufo-whistleblower-charles-hall-QgxjtDS2sIQ.mp4	1110199982	2026-08-01T17:20:53Z	https://youtu.be/QgxjtDS2sIQ
QkuDvTFN7ms	The Bizarre Alien Abduction Details The Government Will Never Disclose	archived		videos/the-bizarre-alien-abduction-details-the-government-will-never-disclose-QkuDvTFN7ms.mp4	1837589010	2026-08-01T17:18:13Z	https://youtu.be/QkuDvTFN7ms
RNjC1vLcxKo	“Artificial Intelligence Is An Alien Life Form” -Google Whistleblower (Blake Lemoine)	archived		videos/artificial-intelligence-is-an-alien-life-form-google-whistleblower-blake-lemoine-RNjC1vLcxKo.mp4	493715708	2026-08-01T17:23:12Z	https://youtu.be/RNjC1vLcxKo
RROhyVQ-QJk	The Mysterious Origins of Lyme Disease	archived		videos/the-mysterious-origins-of-lyme-disease-RROhyVQ-QJk.mp4	546670348	2026-08-01T17:23:54Z	https://youtu.be/RROhyVQ-QJk
RTEWLSTyUic	The CIA Scientist Who Built UFOs Before Bob Lazar (Townsend Brown Documentary)	archived		videos/the-cia-scientist-who-built-ufos-before-bob-lazar-townsend-brown-documentary-RTEWLSTyUic.mp4	1366882930	2026-08-01T17:23:00Z	https://youtu.be/RTEWLSTyUic
Rfmy5oW_r9c	“The NSA Hired Me To Speak To Aliens!” -Sergeant Dan Sherman	archived		videos/the-nsa-hired-me-to-speak-to-aliens-sergeant-dan-sherman-Rfmy5oW_r9c.mp4	2658439538	2026-08-01T17:20:53Z	https://youtu.be/Rfmy5oW_r9c
Rjr3Yq-dMUE	The Man Sitting On More UFO Evidence Than Anyone Alive	archived		videos/the-man-sitting-on-more-ufo-evidence-than-anyone-alive-Rjr3Yq-dMUE.mp4	1107272513	2026-08-01T17:18:13Z	https://youtu.be/Rjr3Yq-dMUE
RofQnByLwOo	Your Brain Is A Quantum Time Machine (ft. Eric Wargo)	archived		videos/your-brain-is-a-quantum-time-machine-ft-eric-wargo-RofQnByLwOo.mp4	369783609	2026-08-01T17:23:00Z	https://youtu.be/RofQnByLwOo
SZBI85yvV5A	My Joe Rogan Appearance: What I Learned (ft. Young Jamie & Viktor Hovland)	archived		videos/my-joe-rogan-appearance-what-i-learned-ft-young-jamie-viktor-hovland-SZBI85yvV5A.mp4	889039925	2026-08-01T17:23:00Z	https://youtu.be/SZBI85yvV5A
ScE9FaDy-mE	Spielberg Just Revealed The Truth About Aliens (He Knows!)	archived		videos/spielberg-just-revealed-the-truth-about-aliens-he-knows-ScE9FaDy-mE.mp4	799802777	2026-08-01T17:18:13Z	https://youtu.be/ScE9FaDy-mE
Sct30Qijfv8	“I Saw Alien Technology At A Military Base!” (Ft. Randy Anderson)	archived		videos/i-saw-alien-technology-at-a-military-base-ft-randy-anderson-Sct30Qijfv8.mp4	592030293	2026-08-01T17:23:00Z	https://youtu.be/Sct30Qijfv8
TH10mD9hQas	How I Know David Grusch Is Not Lying…	archived		videos/how-i-know-david-grusch-is-not-lying-TH10mD9hQas.mp4	190567374	2026-08-01T17:23:12Z	https://youtu.be/TH10mD9hQas
TNtlzEnl8rA	NASA Doctor: “I Saw This UFO In A Secret Hangar!” (Ft. Greg Rogers)	archived		videos/nasa-doctor-i-saw-this-ufo-in-a-secret-hangar-ft-greg-rogers-TNtlzEnl8rA.mp4	1391170009	2026-08-01T17:20:53Z	https://youtu.be/TNtlzEnl8rA
UkKwa4jU0fc	“My Hospital Operated On An Alien!” -Top Surgeon [Exclusive Interview]	archived		videos/my-hospital-operated-on-an-alien-top-surgeon-exclusive-interview-UkKwa4jU0fc.mp4	2440595544	2026-08-01T17:18:13Z	https://youtu.be/UkKwa4jU0fc
UrHLTFvdEZk	Exposing the CIA's Darkest Mind Control Secrets	archived		videos/exposing-the-cia-s-darkest-mind-control-secrets-UrHLTFvdEZk.mp4	1535488402	2026-08-01T17:18:13Z	https://youtu.be/UrHLTFvdEZk
V00WcEiKRAY	"""I Located A UFO Base In Arizona!"" -Ross Coulthart"	archived		videos/i-located-a-ufo-base-in-arizona-ross-coulthart-V00WcEiKRAY.mp4	791142492	2026-08-01T17:23:00Z	https://youtu.be/V00WcEiKRAY
WBTqsbwJyqU	“Aliens” Drove This Man Insane! (Ft. Greg Bishop)	archived		videos/aliens-drove-this-man-insane-ft-greg-bishop-WBTqsbwJyqU.mp4	759651435	2026-08-01T17:20:53Z	https://youtu.be/WBTqsbwJyqU
Y26iMB0r-f8	"""Aliens Are Humans From The Future!"" (Ft. Mike Masters & David Grusch)"	archived		videos/aliens-are-humans-from-the-future-ft-mike-masters-david-grusch-Y26iMB0r-f8.mp4	521891048	2026-08-01T17:23:12Z	https://youtu.be/Y26iMB0r-f8
Y7PLeu5rTv4	CIA Historian: “Aliens Are Controlling Human Timelines!” (ft. Peter Levenda)	archived		videos/cia-historian-aliens-are-controlling-human-timelines-ft-peter-levenda-Y7PLeu5rTv4.mp4	2215452323	2026-08-01T17:20:46Z	https://youtu.be/Y7PLeu5rTv4
ZTIO-xAP0Dw	Eric Weinstein Reveals UFO Physics! (Exclusive Interview)	archived		videos/eric-weinstein-reveals-ufo-physics-exclusive-interview-ZTIO-xAP0Dw.mp4	428723676	2026-08-01T17:23:55Z	https://youtu.be/ZTIO-xAP0Dw
_CBtd8Om-hU	Wim Hof Says His Immune System Can Handle ANYTHING	archived		videos/wim-hof-says-his-immune-system-can-handle-anything-_CBtd8Om-hU.mp4	484552777	2026-08-01T17:23:53Z	https://youtu.be/_CBtd8Om-hU
_bM9eAtCOGw	Harvard is Studying UFOs (Ft. Avi Loeb)	archived		videos/harvard-is-studying-ufos-ft-avi-loeb-_bM9eAtCOGw.mp4	338346428	2026-08-01T17:23:53Z	https://youtu.be/_bM9eAtCOGw
aGqFOxuYRT0	“There's A UFO On The Seafloor!” -Treasure Hunter Dennis Asberg	archived		videos/there-s-a-ufo-on-the-seafloor-treasure-hunter-dennis-asberg-aGqFOxuYRT0.mp4	909602826	2026-08-01T17:20:53Z	https://youtu.be/aGqFOxuYRT0
aKZ_MUbuk_Q	“Aliens Are Simulating Our Reality” -Top MIT Scientist Riz Virk	archived		videos/aliens-are-simulating-our-reality-top-mit-scientist-riz-virk-aKZ_MUbuk_Q.mp4	1231345578	2026-08-01T17:23:00Z	https://youtu.be/aKZ_MUbuk_Q
aa9Xx5wI8Rw	The Biblical Truth of UFOs & Angels (Ft. Karl Nell & Diana Pasulka)	archived		videos/the-biblical-truth-of-ufos-angels-ft-karl-nell-diana-pasulka-aa9Xx5wI8Rw.mp4	612544930	2026-08-01T17:23:00Z	https://youtu.be/aa9Xx5wI8Rw
aku3ufVb-AQ	The “Clock” That Can Predict Death	archived		videos/the-clock-that-can-predict-death-aku3ufVb-AQ.mp4	241849041	2026-08-01T17:23:54Z	https://youtu.be/aku3ufVb-AQ
areO7Mej44E	“UFO Secrets Are Held By A Global Cabal” (Ft. Steven Greer)	archived		videos/ufo-secrets-are-held-by-a-global-cabal-ft-steven-greer-areO7Mej44E.mp4	2813851031	2026-08-01T17:23:00Z	https://youtu.be/areO7Mej44E
bM18PJY6_Zc	Why NASA Studies This Man (He Attracts UFOs!)	archived		videos/why-nasa-studies-this-man-he-attracts-ufos-bM18PJY6_Zc.mp4	1892990974	2026-08-01T17:18:13Z	https://youtu.be/bM18PJY6_Zc
bVhSPH2A5Vw	The Most Important UFO Investigator On The Planet (ft. James Fox)	archived		videos/the-most-important-ufo-investigator-on-the-planet-ft-james-fox-bVhSPH2A5Vw.mp4	1509539358	2026-08-01T17:23:00Z	https://youtu.be/bVhSPH2A5Vw
d9tdJ2SkBKQ	A Weekend With Bob Lazar: Inside Area51's UFOs	archived		videos/a-weekend-with-bob-lazar-inside-area51-s-ufos-d9tdJ2SkBKQ.mp4	2508457338	2026-08-01T17:18:13Z	https://youtu.be/d9tdJ2SkBKQ
dfPfPB601hw	Graham Hancock: Aliens, Atlantis & the Apocalypse	archived		videos/graham-hancock-aliens-atlantis-the-apocalypse-dfPfPB601hw.mp4	729116043	2026-08-01T17:23:12Z	https://youtu.be/dfPfPB601hw
dnnpyNuPdXs	"""I Retrieved a UFO With My Helicopter!"" -Jake Barber"	archived		videos/i-retrieved-a-ufo-with-my-helicopter-jake-barber-dnnpyNuPdXs.mp4	1534344177	2026-08-01T17:23:00Z	https://youtu.be/dnnpyNuPdXs
dzTZbSNsKV8	“These Are Parts Of an Alien UFO!” -Stanford Scientist Garry Nolan	archived		videos/these-are-parts-of-an-alien-ufo-stanford-scientist-garry-nolan-dzTZbSNsKV8.mp4	271470767	2026-08-01T17:23:54Z	https://youtu.be/dzTZbSNsKV8
eQIMantuasQ	Why The CIA Ran A Psychic Spy Program	archived		videos/why-the-cia-ran-a-psychic-spy-program-eQIMantuasQ.mp4	509157399	2026-08-01T17:23:54Z	https://youtu.be/eQIMantuasQ
fJ6xNDu8MPU	How to Find your Calling | Robert Greene & Ryan Holiday	archived		videos/how-to-find-your-calling-robert-greene-ryan-holiday-fJ6xNDu8MPU.mp4	364691280	2026-08-01T17:23:53Z	https://youtu.be/fJ6xNDu8MPU
fZDlqneYEYY	How This Investor Helped After a Nuclear Disaster	archived		videos/how-this-investor-helped-after-a-nuclear-disaster-fZDlqneYEYY.mp4	518935605	2026-08-01T17:23:53Z	https://youtu.be/fZDlqneYEYY
fyX8V1XXmQM	He's Seen More UFO Evidence Than Anyone Alive (Ft. Jacques Vallee)	archived		videos/he-s-seen-more-ufo-evidence-than-anyone-alive-ft-jacques-vallee-fyX8V1XXmQM.mp4	412935879	2026-08-01T17:23:12Z	https://youtu.be/fyX8V1XXmQM
fzvwBBSmWYA	UFOs Are Monitoring Nuclear Bases Globally (Ft. Robert Hastings)	archived		videos/ufos-are-monitoring-nuclear-bases-globally-ft-robert-hastings-fzvwBBSmWYA.mp4	1213117342	2026-08-01T17:23:00Z	https://youtu.be/fzvwBBSmWYA
h0hAit-KH9A	The Wall Street Journal Is Lying About UFOs	archived		videos/the-wall-street-journal-is-lying-about-ufos-h0hAit-KH9A.mp4	226519753	2026-08-01T17:23:00Z	https://youtu.be/h0hAit-KH9A
