start	end	text
755860	767580	And Ansaldúa and Castaneda both demonstrate that within that story, within that kind of emerging way of seeing ourselves,
769340	777860	there is this unconquerable core, this unconquerable nucleus that does connect us to the indigenous sources of our identity
777860	784020	and to the many sources of identity coming out of the Judeo-Christian tradition as well.
785860	795120	Can you say more, John, about how such a vision connects up with the archives and with these anomalous phenomena?
796640	803540	I don't have a sense of where you might go with that, but I'd love to hear you talk about where and your interest.
803700	809040	I just had this conversation with Willie Streber two days ago, no, yesterday.
809540	811160	I beamed him into a class.
811360	815560	He was talking about a cosmic humanity that reminds me a lot.
815860	817600	and what you're talking about right now.
818000	819620	There might be something in the water
819620	822300	because Whitley is also a San Antonio lad.
823140	824540	But growing up here,
824720	826980	I can say in addition to this
829100	830140	mestizo consciousness
830140	832300	that was imparted to us by our ancestors,
833420	836320	it was growing up in the 60s here,
836980	841400	we had one of the very first paranormal radio shows,
841660	845500	a guy named Alan Dale on WOAI here.
845860	853580	Alan Dale reported on UFO sightings and he reported on cattle mutilations. I remember
853580	860680	from when I was a kid listening to this radio show, a conversation between Alan Dale and the
860680	868360	sheriff out in West Texas, this prototypical animal mutilation with tongue removed, eyes removed,
868360	875980	removed, anus removed, and this caller said, you know, I don't know why everybody's so confused.
876940	881440	It's an election year, and the Republicans are looking for any old asshole to run for governor.
882220	889900	So there was something in our popular culture here that was open and curious about all of this.
889940	894700	Within my family, certainly we're all interested. And then, Jeff, I don't know if I've ever told you
894700	901800	that you know we had an uncle my uncle Charles Shrimplin who was an Anglo photographer married
901800	910300	my aunt Connie he was a photographer for NASA and he ran the photo lab in NASA so after every
910300	918560	space mission he would send us these packets of space photographs and I mean for a good part of
918560	926060	my youth that was my career path was you know off world into space it was only when I realized that
926060	931780	you had to go through the military to become an astronaut that I began to reconsider but you know
931780	939620	um that is a big part of it growing up in San Antonio and what we share in this landscape this
939620	947780	um it's a place that was full of springs and um and when I was growing up we still had very easy
948560	954780	the woods, all the mystery of nature that we could find within a couple of blocks of
954780	961920	walking from this house. It's not so much anymore, but at that time it was. So, you know,
963020	970360	what connects me to the project of the archives in many ways was that, you know, I was collecting
971120	977640	stories as well. I was creating a kind of impromptu archive. That's what I'll talk about
978560	985460	uh sort of the the secret chronicle of the impossible that runs through these lands through
985460	992880	these borderlands um you know when i when i went in i was in uh uh houston a few weeks back to
992880	997180	visit the archive so i spent a day there just a day and i barely scratched the surface of course
997180	1003680	but i spent a lot of time with the letters that people wrote to to whitley in the um after the
1003680	1009180	publication of Communion. You know, I don't know, there are many thousands, I think. I think there
1009180	1018860	are seven boxes, and I got maybe quickly through three quarters of one. And in that sort of quick
1018860	1024480	run through those letters, you know, I thought, well, these are all super interesting accounts
1024480	1027060	of people's own experiences of the anomalous
1027060	1032100	and eerily similar one to the other.
1032900	1036600	But I thought, well, you know, maybe I can read
1037180	1039720	through these quickly looking for something specific.
1039940	1042280	And I thought, well, can I find something
1042280	1043940	either relating to the borderlands
1043940	1047040	or to Latinx correspondence?
1047700	1049400	So I began, cause there were lots of,
1049420	1052060	there are a lot of Andersons who wrote to Whitley.
1052060	1064160	A lot of Bennets, a lot of Barkers, but not so many Santoses or Cantus or Trevino or Garcias.
1065060	1070500	Although I did find some really interesting cases there.
1070700	1078560	One in particular that stood out for me was written by a Cuban American man and he was
1078560	1089260	remembering an episode in Cuba. And this is one of these events that sort of bridges the world of
1089260	1103680	the anomalous and the life after death narratives in which he was in this area near a bay and he
1103680	1110660	He was approached by a fisherman who came and brought his boat to this little dock and
1110660	1115060	invited this boy to go with him to show him a waterfall or something.
1115140	1118460	I think it was a cascade near the beach.
1120760	1123880	And so he goes and he has this adventure.
1124060	1130140	He comes back, he tells his mother and he describes the person who had picked him up
1130140	1136780	in this boat to his mother and she believed that it was her dead father who had never met this
1136780	1144440	this young boy. So you know there are ways of plumbing that archive that was just you know
1144440	1152520	as I say scratching the surface. I spent a lot of time, I was inspired by Borges's work and
1152520	1159200	Borges was always fascinated with libraries, with infinite libraries, the library of Babel
1160140	1166340	a great story of Borges's, you know, and I spent a lot of time in the Archivo de los Indianos
1167340	1173740	in northern Spain, an archive of the people, including my mother's family, who set out from
1173740	1179900	Asturias to come to the New World, to Mexico, but also the Archivo de las Indias in Sevilla,
1180640	1186340	and this is the archive that Columbus establishes. You know, Columbus establishes this archive
1186340	1188160	upon his return to Spain.
1188920	1195620	And so it is a vast compendium of all of the records
1195620	1199080	and chronicles of Las Indias, of the Indies, of Mexico
1199080	1201680	and the Spanish world of Latin America.
1203020	1206900	And with archives, you can never fully know
1207920	1209760	what you're going to uncover there.
1209940	1212120	You never, you know, as part of the experience
1212120	1217700	of going into such a place that you delve in
1218560	1221340	and things present themselves to you.
1221500	1223900	You know, things kind of emerge out of the archive
1223900	1224880	to speak to you.
1225000	1229180	And that sort of happened in a very telescope way
1229180	1231120	in those two hours I was able to spend
1231880	1233480	at the library in Rice.
1234140	1236400	I can't wait for that in future visits.
1236740	1239980	No, there's this, let's call it psychometric.
1240620	1246640	there's this you know psychometry would be this claim that a medium could handle a scarf of a
1246640	1253100	person and then know where that person is or where the body is i mean or relics take relics you know
1253100	1259120	kind of pieces of body parts essentially of great saints that were revered and still are revered
1259120	1265020	there's something like that about an archive you know you're not you're not reading documents
1265020	1271000	documents online or you're not looking them in a copies in a books you're physically handling the
1271000	1278980	actual letters from these people there's something something's transmitted um in a in a kind of
1279540	1285480	almost physical way that i think is really unique well you know um i don't think we talked about it
1285480	1291940	because we haven't really chatted about about my my time there in the archive but um i was struck
1291940	1300440	in the communion letters, how they were, there was a, there was almost a kind of decultured aspect to
1300440	1307980	these stories. You know, there was, there were, they didn't have ethno-racial cultural references
1307980	1314400	in many cases. They, it's much more almost technological. The narratives have a kind of
1314400	1321460	technological quality or aspects of the experience suggests something machinic at play.
1321940	1328360	which I found really interesting, has never really kind of been evident to me before.
1329020	1337060	And then I had a brief visit with some of the, is it Edwin May? So Edwin May's remote viewing
1337060	1345260	collection, you know, and here, you know, it was very helpful for one thing to kind of get
1345260	1354920	a look at some documents that lay out the underlying protocol of remote viewing. And
1354920	1361920	what it reveals is that that practice is very much about what we talked about in our last visit,
1363180	1369620	Jeff, the quantum world, the idea of an entangled universe that can be accessed
1369620	1375500	through a kind of specific practice of psychic
1376660	1381720	by location or maybe astral projection.
1382120	1385780	Maybe those are technical remote views
1385780	1390060	or not terms they would use interchangeably.
1390880	1393020	But there we have, on the one hand,
1393020	1397060	I'm looking at the borderlands as a specific place
1397060	1399220	where extraordinary things have happened,
1399460	1403080	unimaginable encounters in incredible places.
1405180	1406840	And in the case of the remote viewing,
1407240	1410040	it's almost as if it's a non-local,
1410040	1412220	it's about non-locality,
1412340	1414880	about something that connects everything
1416140	1418560	through the lens of consciousness.
1419300	1424480	And so it's fascinating that these two domains
1424480	1431400	remains of experience can coexist in the archive. Two very different ways of understanding something
1431400	1437320	about the mystery of us. Yeah, the phrase I like to use is collection is connection.
1438080	1446660	Yeah. I mean, the archives, I mean, we have a major collection on remote viewing, which was the U.S.
1447440	1454640	military and intelligence essentially psychic espionage program mostly palo alto under ed may
1454640	1461360	but we also have a large collection on mediumship a physical mediumship from an english medium named
1461360	1467020	stewart alexander and then of course these these letters from from man and whitley streber which
1467020	1474840	detail mostly contact and ufo experiences so you know the the working hypothesis of the
1476660	1483740	connected you know the the ufo is actually connected to the nde and you know the dead and
1483740	1489640	the the alien actually are of the same same quality here so but that's that's a hypothesis
1489640	1494220	we don't know that because we haven't people haven't really done enough work on it i am
1495120	1500880	i just want to back up a bit because for our listeners so that you referenced already two
1500880	1505900	of the major collections the the ann and whitley streber collection which is about 7 000
1507180	1515120	letters that were sent to Whitley after communion appeared in 1987. He actually received about a
1515120	1522540	quarter of a million letters. But Ann, Ann culled them down to these 7,000 and then had about 800
1522540	1530000	of those typed up. And those were the letters that Whitley gifted us a few years ago. So I've
1530000	1535220	spent the most time in that collection. And I just want to say that the thing that strikes me most
1536660	1543760	about those letters is what those letter writers most wanted was to be seen and heard
1543760	1552080	by Whitley they didn't they didn't care about fame or money or they just wanted another human being
1552080	1560600	to tell them that what they experienced was not crazy basically yeah and I was so struck by that
1560600	1565340	they were the letters would always end with something like please call me here's my phone
1566660	1568180	please write me, here's my address.
1568520	1570560	And they're touching.
1570880	1572560	I mean, and they're from,
1572560	1574360	they're not from all walks of life
1574360	1578100	and from all socioeconomic classes, as you pointed out,
1578260	1581840	but they're from a broad, broad spectrum of people.
1582180	1584800	Well, you know, I was thinking about that
1584800	1591200	in terms of how we think about extending the circle
1591900	1594300	of inclusion in terms of the kinds of materials
1594300	1596760	that could come into an archive like this
1596760	1600760	from other parts of the world, other language zones.
1601340	1605980	And I don't know of a continent where there aren't traditions
1605980	1609920	of interest in the esoteric and in the paranormal.
1613420	1616840	Interestingly with the letters, Jeff, also you see,
1617460	1621700	what a great relationship Anne had and Whitley,
1621880	1623400	the way they work together,
1624300	1630220	Anne has these notes on the letters that are kind of the beginning of an index system, you know.
1630260	1638180	So she'll say, you know, there'll be something, a ghost reference or, you know, disc-shaped craft.
1638240	1644780	So she began to develop a kind of a coding system to reference the connections between these letters.
1645060	1645440	Yeah.
1645640	1646840	Super fascinating.
1647180	1648160	And you're right.
1648380	1650560	They're not fan letters.
1650920	1651340	No.
1651580	1654040	They are what we call testimonios.
1654300	1661160	you know and what strikes me as very resonant in terms of thinking about connections to the
1661160	1668580	esoteric in in mestizo culture um you know people always talk about you know garcia marquez and
1668580	1675660	magic realism well you know real magic is what uh connects much of the spanish-speaking world
1675660	1681820	you know a sense of connection to living real magic so i've always kind of uh been somewhat
1681820	1686820	skeptical of using this term magic realism it's more like realistic magic yeah i mean
1686820	1693420	magical realism is a way to roll your eyes and i create a little distance right let's let's turn
1693420	1700260	it into a cool literary genre but let's not take romantic it's fanciful it's flowery and literary
1700260	1707320	but not real um and what's interesting in terms of some of the material i'll talk about in march
1707320	1718040	in terms of Chronicles, Codex literature, the Florentine Codex, early Chronicles of Spanish settlers in what becomes South Texas,
1718460	1728220	the extraordinary things they report seeing. And in the case of ancient Mesoamerican chronicles,
1728220	1733060	they lived in history in contact with gods.
1733380	1737320	When the Aztec, the people who will become the Aztecs,
1737380	1740780	the Nahuas set out in search of their new homeland,
1741000	1743920	they carry their God with them.
1744180	1747800	He's in a little magic bundle on their backs.
1748740	1752760	And when Moctezuma won, the first Moctezuma
1754440	1756720	sends out a delegation of shamans
1758220	1767260	original homeland, they become birds. They arrive at this hill where the mother goddess
1767260	1774240	Cuatlicue receives them. These happened in historical time. These stories took place
1774240	1782720	in historical time. The presagios, the augurs that Moctezuma II, the emperor who would meet
1782720	1788620	Cortes, you know, in the years before the arrival of the Spaniards, he reports a series of these
1788620	1795120	augers, and they're called presagios, and they're often discounted, oh, well, the Spaniards,
1795120	1799700	you know, messed with these chronicles to kind of justify the conquest, and,
1799700	1809320	but the example we have is that these people lived in a time in which history was magic,
1809320	1816040	and our interaction with these supernatural forces was something that happened in historical time.
1816400	1822260	You know, maybe, John, something we've talked a bit about, and maybe we can bring this to a particular case,
1822860	1827760	and I think you'll make your same point there, but with an example, is Maria Agreda.
1827900	1828380	Yeah.
1828600	1838440	You know, who, talk about magical, but also very Spanish, but also involves Texas and, frankly, San Antonio.
1839320	1843520	So maybe if you could say just, I mean, that's, is that a good example of what you're talking about?
1843700	1846260	Yeah, well, it gives us a sense of what was going on in Spain.
1846380	1846860	Yeah.
1846920	1848300	At the time of this encounter.
1848640	1848920	Yeah.
1849460	1859580	A nun, a cloistered nun in Agreda, Spain, who has been reading the chronicles, the early chronicles of Cabeza de Vaca and the letters of Cortes.
1859580	1864880	And she's aware of this project of evangelization.
1864880	1869860	and evangelization was critical to the completion of time.
1871020	1874200	The Spaniards believed that they had to complete
1874200	1877000	the project of evangelization before Christ's return.
1877340	1881600	And so it was prerequisite to evangelize the savages.
1882180	1885880	And Maria de Agreda in her cloistered space
1887220	1892220	projects her spirit in a series of many hundred experiences
1893280	1900800	experiences to landscapes of what is now West Texas, sort of the El Paso area, the Jimano
1900800	1910680	Indians of West Texas, you know, and would appear to the people as an apparition of a woman in blue.
1912240	1916400	And there are stories of a woman in blue here in San Antonio in the indigenous community,
1916540	1922060	in the Cahuilteca community. So her geolocation might have been off by a couple hundred miles
1922220	1925180	who might have made a couple of stops in Bexar County.
1926040	1931000	But she illustrates what was going on in Spain.
1931160	1935080	There's another incredible case of this Lucrecia Marquez,
1935300	1941240	a prophetic dreamer who gets examined by the Inquisition.
1942940	1945540	The sense of these two people, the Spaniards and the Indigenous,
1945920	1949620	who were still living in a magical world.
1949620	1957600	and it's connected directly to the founding of San Antonio and so much as one of the
1957600	1963960	Franciscan missionaries who creates Mission San Jose here in San Antonio was a follower
1963960	1971880	of Maria de Agreda and he believed that he was completing her mission to create this settlement
1971880	1979480	for Indians here. So, you know, it's important in terms of thinking about these chronicles to
1979480	1987060	understand that, and it's only 500 years ago, for the conquest 300 years ago for the founding of San
1987060	1999560	Antonio, that we're not so far from a time when history was inhabited by magical phenomena that
1999560	2005940	people openly referred to in their chronicles and their writings. You know, it's something that
2005940	2013940	William Blake, you know, lamented greatly in terms of the passing of a world, you know, the passing
2013940	2020020	of a way of seeing the world that Blake was aware of in his own cultural context. You know, that's
2020020	2026820	a really nice segue into some questions we've got, we received, right? And I really want to, I want
2026820	2032320	to keep this to we're going to stop at exactly five we're going to honor people's time we've got
2032320	2038580	25 minutes um but we did receive some questions beforehand and they're quite they're actually
2038580	2047960	in my opinion quite good and one of them um one of them is about what you just said you know because
2047960	2054500	what what the secular historian is going to say is oh those people were just superstitious we now
2054500	2060140	know better and nothing not the world didn't change we just got smarter essentially there's
2060140	2065860	no thing there's no such thing as magic there's no such thing as by locating nuns that's that's
2065860	2071620	in people's pious heads so here's the question it's i don't think these people would mind me
2071620	2079580	using their names either the first one is from sebastiano de felipe and his question is what
2079580	2086140	what would be your thoughts about the link between traditional religions and the paranormal phenomena in modernity?
2087600	2096400	You've said something about how the world was magical in 17th century Mexico or during the conquest.
2096620	2099320	But what about today? How are we to understand this today?
2100440	2105020	Well, what a great question, Sebastiano. And many greetings.
2105020	2109560	I loved your interview on Coast to Coast a few weeks ago, really revelatory.
2110620	2116140	You know, it's one of the reasons I continue to be fascinated with the Castaneda story.
2117300	2123380	Castaneda is a fascinating character who, you know, we still don't really know who he was.
2123500	2124920	We don't know where he was born.
2125240	2132280	He managed to accomplish one of the parts of his shamanic initiation that he describes early in the books.
2132280	2141400	And the run of books, I think, runs to maybe 18 or 20 volumes in terms of the chronicle that he created of erasing himself from history.
2141720	2147100	So you will not find a clear photograph of Castaneda on the web.
2147260	2152400	It just doesn't exist, which is extraordinary for somebody who was an international bestselling author.
2153540	2165120	So what I find interesting about the Castaneda story, and we've talked a little bit about it, Jeff, vis-à-vis Gloria Anzaldúa, the Borderlands cultural theorist of South Texas,
2165120	2170940	that regardless of how you take the stories
2170940	2172860	that Castaneda tells about his initiation
2172860	2174340	with Don Juan Mapus,
2176080	2181080	what the literature, the stories convey
2181080	2186060	is the mestizo mind in modernity,
2186100	2187840	the mesticized mind,
2188100	2189840	and all of us in a sense,
2189880	2193700	have the Western mesticized mind
2195120	2201160	as a you know experience of going through public schools for instance um but in Castaneda's work
2201160	2207400	what we get at the very least in terms of a kind of a narrative is the performance of the mestizo
2207400	2214020	mind opting for the indigenous cosmovision and and he does it in a way that is about
2214840	2221340	encounters with the extraordinary he's not bemoaning colonialism he's not trying to
2221340	2224320	to liberate his brown ass.
2224620	2229020	He's in the way of a new way of seeing, a new way of being.
2229480	2234900	And so I continue to go to that work for that narrative,
2235040	2237300	because we don't see that much
2238140	2240060	of the mestizo westernized mind
2241220	2243480	embracing the indigenous cosmic vision
2244020	2249060	and seeking to transform himself through that process.
2249060	2256780	us. You know, so, you know, aside from the kind of the bogusness, perhaps, of a romance with the
2256780	2262860	indigenous world, you know, there's this deeper current that's certainly present in Chicanx
2262860	2272240	culture, in Latinx culture, of exploring our lost connection to our indigenous sources. You know,
2272240	2279980	José Martí, the great Cuban patriot, he had this phrase, he said, you know, the conquistadores
2281140	2288060	stole a page from the universe. They stole a page from the universe. So there's an archive
2288960	2299520	of the stolen pages that we can only intuit, we can reach towards. It's a very elusive
2301280	2308880	goal and one that's often dismissed as inauthentic or romantic. You know, we can study ancient Greece,
2309080	2315180	we can study ancient Rome or ancient Egypt, but if you start looking for your connection
2315180	2321360	to indigenous Nahuatl culture in Mesoamerica, oh, well, that's, you know, just romantic lore.
2322080	2339860	You know, so the Mestizo mind has had this disconnected circuit in terms of our connection to this other origin story, the origin story that comes out of the indigenous world.
2340180	2344180	And it's a difficult path to follow.
2344680	2350280	A lot of folks have, you know, spent their lives seeking that that reconnection.
2351360	2361360	of Chicano poets and artists have explored these themes. So it's a transformative imaginary that
2361360	2369820	is rooted in the real. And of course, you know, the whole category of magic comes down to us
2369820	2375160	through the history of monotheism, where it's pretty much a debased term. It's everything
2375160	2377880	It's everything true religion is not.
2378240	2383520	And that's a tough, tough history to be a part of.
2384860	2387300	Let me go through the other questions here,
2387360	2389200	because we will run out of time here.
2389280	2391380	The next one's from Juan Acevedo.
2392080	2395440	And it's a question about the category of mestizo.
2396040	2397860	And he essentially wants to know,
2398480	2402040	mixed with respect to the original indigenous culture
2402040	2404640	or the dominant hegemonic culture,
2405160	2415040	words, who gets to generate the mix, the mixedness? Yeah, such a great question, Juan. You know,
2415100	2424060	this is part of the same process that I was just describing in terms of, you know, in the early
2424680	2433240	era of the Chicano movement in the late 60s, early 70s, there was this tremendous sense of a
2435160	2440740	to the indigenous world and a way of casting off that hegemonic mind.
2443200	2454380	And there was a great deal of it that was fanciful and romantic and not very rigorous.
2455660	2461920	In fact, the last 50 years, Jeff, have been the golden age of Mexican archaeology.
2461920	2476460	extraordinary discoveries, deepening understanding of early texts, even as those texts might have had filters from the Spanish mind constructing their narratives.
2476460	2486400	narratives. So chronicles and archives give us a way, especially because of the assiduous
2486400	2492620	way that Spaniards went about chronicling their presence in the New World, they give
2492620	2498940	us a way back into that story, something that was very much a part of, you know, my second
2498940	2503340	book, The Farthest Home is in an Empire of Fire, you know, which drew a lot from the
2503340	2510600	the Archivo de la CIMBIAS in Sevilla, but, you know, was also driven by a very strange experience,
2510740	2516660	which was that in the course of early drafts of material for that book, you know, I realized there
2516660	2523540	was another voice that was emerging that was not my inner voice. It was a voice that was familiar,
2523640	2532120	it was a voice that was always with me, a voice that revealed itself to be a time-traveling
2533340	2540560	from the future um so someone who claimed to be a perverse time john by a voice you're not
2540560	2545960	speaking metaphors you're speaking about hearing a voice hearing a voice and and a voice that that
2545960	2553940	i could uh impart and takes up half of the book um uh who claimed to to be able to traverse time
2553940	2562180	uh using the the radio wavelengths of of of the genome that the genome radiates a kind of radio
2563340	2567840	So his name, as he announced himself, was Senote Siete, Jungle Spring Seven.
2568460	2577400	And he lives in a time, in a future in which the World Wide Web has become somehow intuitive.
2577660	2579720	It's become internalized.
2579860	2589580	And, you know, instantaneity, infinite searchability, and ubiquity are part of the world that he lives in.
2589840	2592900	John, this is too good.
2593340	2601560	too good. Did you introduce me to Greg Baer? Yeah, we did. We talked about Darwin's radio.
2602620	2608580	I mean that's essentially the idea of the novel, right? That the DNA molecule is a kind of
2609380	2620620	transmitter, as it were. Encoded, yeah. So we're to Juan's question, the mestizo mind is in contact
2620620	2624600	with the past is remembering the future.
2626180	2629780	And that eschaton of, you know,
2629780	2633560	becoming that's part of the mestizo legacy, you know,
2633580	2636720	is fully contemporary, it's in the now.
2636940	2639420	And as you said, a beautiful,
2639680	2641440	I meant to bring it up here with me today,
2641580	2647100	but a beautiful passage in your chapter on Jacques Vallée
2647100	2650240	in Authors of the Impossible, you know,
2650620	2656880	about you know in the now this stuff is in the newspapers it's in you know it's on the front
